SN,Lastname,Firstname,Gender,Height,Weight,Passport ID,Country,Job Title,Income Annual,Hobby,Car Brand,Age,Num Covid Shots
667,Bolton,Christopher,M,1.7,48.36,Y8684713X,Ireland,Soap Inspector,27628,Sleeping,-,32.0,1.0
668,Beasley,Dorothy,F,1.42,39.62,X1723947U,Italy,Maple-Syrup Maker,230809,Listening to Music,General Motors,35.0,1.0
669,Bray,Alexis,F,1.67,39.32,R1428866T,Spain,"Supervisor, Shuttle Veneering",21959,Computer Games,-,38.0,0.0
670,Lyons,Keith,M,1.94,49.22,33128946X,Russia,Pediatric Dentist,64791,Relaxing,Alfa Romeo,15.0,0.0
671,Jensen,Ethan,M,1.77,75.04,L9167643W,Egypt,Core-Oven Tender,28955,Going to Movies,-,25.0,0.0
672,Reed,Noah,M,1.91,60.18,56210750M,Denmark,Cable-Splicer Apprentice,18545,Traveling,-,25.0,2.0
673,Compton,Brandon,M,1.94,58.21,D1965619C,Italy,Heavy Equipment Operator,49546,Listening to Music,GMC,37.0,1.0
674,Reyes,Frances,F,1.39,39.32,O3742979A,Austria,Slasher,36327,Hiking,-,31.0,1.0
675,Mcdaniel,Brittany,F,1.69,42.75,46961079Z,Saudi Arabia,Translator,97170,Crafts,-,27.0,0.0
676,Compton,Michelle,F,1.47,39.32,M0753819W,Croatia,"Upholsterer, Assembly Line",7556,Shopping,-,23.0,0.0
677,Mcintosh,Douglas,M,1.93,61.47,A0935620V,Spain,Transfer-Table Operator Helper,35144,Beach,-,33.0,1.0
678,Simmons,Andrew,M,1.72,54.05,F3215679I,Spain,"Supervisor, Rubber Stamps And Dies",37470,Animal Care,-,22.0,2.0
679,Bradford,Nicholas,M,1.74,69.4,04109313V,Japan,Board-Liner Operator,41125,Playing Music,-,34.0,1.0
680,Wiggins,Ethan,M,1.84,48.36,H1137946W,Lithuania,Instrument Repairer,14591,Working on Cars,-,33.0,0.0
681,Ryan,Jesse,M,1.52,59.79,Q9137627K,Saudi Arabia,Box-Truck Washer,122636,Camping,-,25.0,1.0
682,Hewitt,Albert,M,1.58,48.36,O2708476S,Lithuania,Woodworking-Shop Hand,73415,Walking,Geely,21.0,1.0
683,Dickson,Gregory,M,1.85,50.41,H9213563H,Romania,"Wafer Breaker, Semiconductors",18498,Watching Sports,-,19.0,1.0
684,Stafford,Albert,M,1.78,71.12,W5232989W,Argentina,"Supervisor, Ski Production",17842,Boating,-,16.0,1.0
685,Mcdaniel,Diana,F,1.65,56.26,Z6769218Y,South Korea,Uptwister Tender,35447,Fishing,-,32.0,1.0
686,Donaldson,Joseph,M,1.94,48.36,L1722430A,South Korea,Car Repairer,56998,Sleeping,-,41.0,1.0
687,Clayton,Kathleen,F,1.82,39.32,S7873472K,Austria,Silviculturist,12925,Crafts,-,35.0,0.0
688,Fowler,Jason,M,1.67,62.72,56720328Y,Australia,Flanger,44576,Housework,-,15.0,1.0
689,Barrera,Vincent,M,1.76,77.2,60140391C,Australia,Lozenge Maker,172726,Billiards,Aston Martin,38.0,0.0
690,Nash,Jason,M,1.55,48.36,08450921G,China,Carbon Rod Inserter,102110,Relaxing,-,22.0,0.0
691,Austin,Sophia,F,1.57,39.32,W0232189E,Cyprus,"Education Supervisor, Correctional Institution",15942,Boating,-,40.0,1.0
692,Silva,Randy,M,1.52,71.36,V2994271W,Australia,"Supervisor, Vendor Quality",17867,Billiards,-,30.0,0.0
693,Day,Lisa,F,1.66,50.74,M9079092T,South Africa,"Section Leader, Screen Printing",16152,Running,-,27.0,0.0
694,Bauer,Julie,F,1.67,39.32,11808935F,South Korea,Escort,13660,Running,-,24.0,1.0
695,Mckay,Marie,F,1.51,46.64,45905813R,India,"Supervisor, Boatbuilders, Wood",40263,Reading,-,28.0,0.0
696,Sanford,Danielle,F,1.54,43.56,I2245603W,Latvia,Follow-Up Clerk,11231,Playing Cards,-,29.0,1.0
697,Bryant,Catherine,F,1.82,49.42,I3158986F,Ireland,Lead-Press Operator,47343,Team Sports,-,35.0,0.0
698,Briggs,Linda,F,1.6,48.59,I6483543D,Sweden,Sociologist,20705,Boating,-,32.0,0.0
699,George,Katherine,F,1.64,39.32,W8252464I,Brazil,Platen-Press Operator,34066,Tennis,-,23.0,0.0
700,Velazquez,Raymond,M,1.69,48.36,Z6289574U,France,Scullion,85638,Gardening,Aston Martin,19.0,1.0
701,Dodson,Gabriel,M,1.91,71.46,M6773891W,Finland,Chick Grader,167603,Horseback Riding,-,30.0,1.0
702,Shaffer,Christine,F,1.6,51.01,76753576M,France,"Fisher, Terrapin",25152,Skiing,-,26.0,1.0
703,Byers,Patrick,M,1.94,54.21,G9118664I,Netherlands,"Cooker, Meal",32289,Watching Sports,-,33.0,1.0
704,Hodge,Olivia,F,1.62,55.04,K7501732X,Senegal,"Supervisor, Conditioning Yard",14117,Listening to Music,-,32.0,1.0
705,Small,Alexander,M,1.62,66.36,H2774908C,Poland,Slicing-Machine Operator,24377,Going to Movies,-,26.0,0.0
706,Gallegos,Joe,M,1.75,61.56,P3637278O,Germany,"Supervisor, Tree-Trimming",18973,Running,-,28.0,1.0
707,Nolan,Bryan,M,1.61,80.96,X3240042U,Sweden,Women’s Shelter Jobs,27061,Exercise,-,24.0,1.0
708,Moss,Helen,F,1.65,49.73,V1329879D,Czechia,"Guide, Sightseeing",14068,Writing,-,35.0,1.0
709,Clayton,Jose,M,1.54,60.61,68217973I,Mexico,"Deliverer, Car Rental",104923,Shopping,Nissan,33.0,2.0
710,Hahn,Andrew,M,1.63,48.36,42138454U,Lithuania,"Stemmer, Machine",14533,Running,-,33.0,1.0
711,Olsen,Julia,F,1.39,45.96,69394584J,Cyprus,"Lawyer, Patent",33616,Dancing,-,29.0,2.0
712,Lucas,Russell,M,1.64,75.68,Y0759236H,Lithuania,"Assembler, Insulation And Flooring",22021,Going to Movies,-,38.0,2.0
713,Cooley,Peter,M,1.94,60.39,P1268326T,Luxembourg,Rotor Casting-Machine Operator,39510,Working on Cars,-,15.0,1.0
714,Cortez,Heather,F,1.76,39.32,X4810506S,United Kingdom,Clip-Bolter And Wrapper,82493,Cooking,Volkswagen,31.0,0.0
715,Hughes,Betty,F,1.57,44.21,39805858B,Finland,"Sales Agent, Pest Control Service",43070,Walking,McLaren,24.0,2.0
716,Mooney,Edward,M,1.69,59.14,P3314592N,France,"Core Layer, Plywood Layup Line",98612,Hunting,-,30.0,0.0
717,Gross,John,M,1.94,48.36,49959893G,Slovenia,Hatter,16292,Computer Games,-,21.0,2.0
718,Ashley,Lauren,F,1.64,52.21,D4970132R,Sweden,Prosthetics Technician,15520,Housework,-,30.0,0.0
719,Schultz,Maria,F,1.78,46.24,R5616066Z,Chile,Forming-Machine Upkeep Mechanic,13903,Sewing,-,23.0,0.0
720,Estes,Ronald,M,1.59,71.68,P7185633J,Bulgaria,Injection-Molding-Machine Operator,91952,Golf,Suzuki,16.0,0.0
721,Hutchinson,Alice,F,1.74,39.32,I2217402S,South Africa,"Farmer, General",9130,Volunteer Work,-,28.0,0.0
722,Castillo,Ralph,M,1.68,63.47,D3216427B,Germany,Heat-Treat Supervisor,44723,Working on Cars,-,27.0,1.0
723,Alexander,Joan,F,1.62,39.32,77131164E,Sweden,Roller Operator,27310,Team Sports,-,28.0,0.0
724,Fitzpatrick,Raymond,M,1.94,54.49,D7496170V,Netherlands,Plug-Cutting-Machine Operator,12749,Swimming,-,40.0,1.0
725,Cervantes,Joshua,M,1.94,48.36,59850754L,Indonesia,Narrator,17223,Motorcycling,-,23.0,0.0
726,Wolfe,Julia,F,1.44,53.28,G4740059J,China,Stranding-Machine-Operator Helper,11549,Theater,-,27.0,1.0
727,Ayala,Henry,M,1.94,48.36,Z7092359K,Czechia,Electrical Supervisor,57842,Reading,-,34.0,0.0
728,Wilkins,Emily,F,1.39,42.85,J4673593N,Netherlands,Silver Spray Worker,83365,Traveling,-,23.0,1.0
729,Merritt,Adam,M,1.9,74.88,F0277871D,Saudi Arabia,"Farmworker, Bulbs",57834,Cooking,-,15.0,1.0
730,Noble,Noah,M,1.74,52.15,41385546B,India,Olive Brine Tester,16458,Hunting,-,37.0,0.0
731,Todd,Joyce,F,1.56,53.58,86084828E,Indonesia,Squeegee Tender,57428,Skiing,Cadillac,33.0,0.0
732,Newman,Dorothy,F,1.82,49.79,25037551K,South Korea,Batter Mixer,10827,Camping,-,26.0,1.0
733,Bond,Nancy,F,1.59,47.73,X4388998X,Vietnam,Collar-Turner Operator,30520,Running,-,37.0,1.0
734,Price,Madison,F,1.67,51.5,G0899875W,Denmark,Perforating-Machine Operator,11587,Exercise,-,27.0,0.0
735,Hansen,Debra,F,1.42,52.81,J0337751S,Netherlands,Brush Polisher,15118,Team Sports,-,23.0,1.0
736,Peck,Sharon,F,1.56,44.57,T7218940B,Slovakia,Blending Supervisor,190058,Hiking,-,28.0,1.0
737,Mack,Joe,M,1.94,69.74,W9737076Y,Germany,"Sprayer, Hand",123517,Team Sports,-,27.0,1.0
738,Fischer,Anthony,M,1.8,48.36,Q7304762K,Spain,"Supervisor, Paste Mixing",65076,Working on Cars,-,28.0,1.0
739,Mcconnell,Donald,M,1.94,55.44,R6895134I,Russia,Mouthpiece Maker,17583,Running,-,27.0,0.0
740,Moran,Austin,M,1.94,50.56,N3040603H,Italy,"Supervisor, Sugar House",21379,Running,-,37.0,1.0
741,Barber,George,M,1.94,71.44,61898513L,China,Public-Health Dentist,14254,Family Time,-,20.0,0.0
742,Sharp,Brandon,M,1.72,57.63,Z2225918Y,Croatia,Ceramic Engineer,30528,Sleeping,-,26.0,0.0
743,Everett,Katherine,F,1.6,42.66,46159738V,Estonia,Equipment Cleaner,50728,Painting,Nissan,32.0,0.0
744,Mccarty,Lawrence,M,1.59,58.41,39027128D,Senegal,Electric-Motor Assembler And Tester,24855,Sleeping,-,41.0,1.0
745,Bullock,Raymond,M,1.94,74.01,N3204737V,Spain,Trimmer,80663,Painting,-,31.0,1.0
746,Paul,Bradley,M,1.94,63.95,O0182703Q,Slovenia,Garment-Alteration Examiner,23728,Painting,-,30.0,0.0
747,Sawyer,Jean,F,1.74,39.98,H8236991P,Czechia,Bullet-Lubricant Mixer,28962,Traveling,-,31.0,1.0
748,Mathis,Roy,M,1.94,48.36,E1739682I,Vietnam,Radio Repairer,23697,Playing Music,-,31.0,1.0
749,Downs,Dylan,M,1.94,85.47,O9716733T,Spain,Mason,8107,Gardening,-,24.0,0.0
750,Gross,Ryan,M,1.94,48.36,M6364554N,United Kingdom,Violin Repairer,10375,Painting,-,39.0,1.0
751,Cain,Joe,M,1.94,48.36,T7791898Z,Latvia,Weight Guesser,13822,Watching Sports,-,40.0,1.0
752,Simmons,Heather,F,1.8,54.38,B7788139Z,France,Barrel Rifler,111154,Swimming,Volkswagen,33.0,0.0
753,Miranda,Tyler,M,1.52,73.07,71463698T,Italy,Asphalt-Paving-Machine Operator,43447,Hunting,-,35.0,1.0
754,Schroeder,Laura,F,1.81,39.32,87329230N,Estonia,Carpet Layer,59922,Reading,-,42.0,1.0
755,Baird,Teresa,F,1.53,40.97,68595532P,Finland,Automotive Engineer,19006,Shopping,-,22.0,1.0
756,Bartlett,Abigail,F,1.74,49.79,56150392K,Hungary,Band-Sawing-Machine Operator,50160,Boating,-,29.0,1.0
757,Perez,Marilyn,F,1.57,53.38,U4650318J,Estonia,"Welt Butter, Machine",23365,Team Sports,-,35.0,2.0
758,Bartlett,Lauren,F,1.7,39.32,M4589984F,France,Stone Repairer,71684,Watching TV,-,36.0,1.0
759,Powell,Nicholas,M,1.94,58.2,70377064W,Greece,Enrobing-Machine Corder,33966,Golf,-,25.0,0.0
760,Robinson,Kathleen,F,1.39,44.26,34664682J,Germany,Dough-Brake-Machine Operator,13425,Painting,-,33.0,0.0
761,Sharp,Jane,F,1.6,55.84,L5665136U,Russia,Ordnance Engineer,22971,Relaxing,-,26.0,1.0
762,Oconnor,Dylan,M,1.84,48.36,Z4027110T,Vietnam,Beach Lifeguard,19152,Hunting,-,20.0,1.0
763,Camacho,Dorothy,F,1.75,44.54,R5748760H,Vietnam,Column Precaster,26767,Shopping,-,36.0,1.0
764,Mendoza,Jesse,M,1.52,52.17,L6062811C,France,"Investigator, Internal Affairs",11598,Relaxing,-,39.0,1.0
765,Huff,Logan,M,1.81,74.45,41408501M,Japan,Creping-Machine-Operator Helper,20523,Traveling,-,30.0,0.0
766,David,Jane,F,1.56,54.33,C8128114K,Portugal,Cooker Cleaner,21176,Gardening,-,42.0,1.0
767,Fletcher,Larry,M,1.94,75.53,A7935453N,France,"Nurse, Supervisor",15657,Entertaining,-,34.0,0.0
768,Blanchard,Henry,M,1.52,53.52,S4425872P,Thailand,Stenocaptioner,14957,Going to Movies,-,17.0,0.0
769,Farmer,Kayla,F,1.39,52.11,36020779V,India,"Cook, Specialty",83612,Entertaining,Suzuki,33.0,1.0
770,Hobbs,Louis,M,1.52,58.56,O4921269W,Slovakia,Lockstitch-Machine Operator,75645,Entertaining,-,29.0,1.0
771,Neal,Teresa,F,1.61,52.11,G0994210R,Ireland,Lacer Ii,25358,Working on Cars,-,24.0,0.0
772,Zamora,Maria,F,1.74,46.44,47725517F,Thailand,"Buffer, Automatic",6138,Watching TV,-,32.0,2.0
773,Lindsay,Johnny,M,1.76,64.73,N4896118T,Singapore,Coating-Mixer Supervisor,100537,Sleeping,Subaru,42.0,1.0
774,Allison,Victoria,F,1.53,39.32,I2443914M,South Korea,Mottle-Lay-Up Operator,10456,Boating,-,35.0,1.0
775,Rosales,Timothy,M,1.94,48.36,S4178879O,Thailand,Budder,212643,Entertaining,-,15.0,0.0
776,Cooke,Beverly,F,1.58,53.25,T5239312B,Singapore,Glass-Cutting-Machine Feeder,102432,Watching TV,Dodge,33.0,1.0
777,Galloway,Dylan,M,1.7,51.71,60176799P,South Africa,Forming-Process Worker,11764,Exercise,-,23.0,0.0
778,Sanders,Amanda,F,1.39,54.24,W1147726C,Cyprus,Glaze Supervisor,36446,Painting,-,40.0,1.0
779,Bradley,Cynthia,F,1.82,45.15,K3664674P,Japan,"Quarry Supervisor, Open Pit",19964,Going to Movies,-,24.0,0.0
780,Douglas,Brian,M,1.85,54.57,60513528J,Senegal,Contour Grinder,42527,Family Time,-,23.0,1.0
781,Wall,Daniel,M,1.87,54.25,N8941751Q,Saudi Arabia,"Supervisor, Instrument Mechanics",12724,Eating Out,-,30.0,0.0
782,Terrell,Daniel,M,1.7,66.38,A1923925Q,Poland,"Sample Clerk, Handkerchief",122438,Socializing,-,31.0,1.0
783,Moses,Andrea,F,1.7,46.27,A2985596I,Netherlands,Attorney,16008,Playing Music,-,46.0,1.0
784,Beach,Nathan,M,1.8,73.9,35724901B,France,Brand Recorder,87471,Entertaining,-,25.0,1.0
785,Thomas,Patricia,F,1.39,39.32,K9205307T,Austria,Waste-Paper-Hammermill Operator,23859,Sewing,-,31.0,0.0
786,Levy,Adam,M,1.91,59.63,J8073610G,Romania,"Supervisor, Facepiece Line",143632,Bowling,Bentley,32.0,1.0
787,Woods,Marilyn,F,1.56,51.44,44499107B,Brazil,Felt-Strip Finisher,17127,Animal Care,-,35.0,1.0
788,Doyle,Samuel,M,1.66,62.23,P0275125J,Russia,Yardage-Control Clerk,21189,Hunting,-,25.0,1.0
789,Hardin,Peter,M,1.93,53.67,54121284F,Chile,Crystallizer Operator,91657,Hunting,Jeep,33.0,0.0
790,Pitts,Lauren,F,1.48,51.09,O1219417S,Bulgaria,Linseed-Oil-Press Tender,108903,Theater,Ferrari,26.0,1.0
791,Wooten,Julie,F,1.65,53.99,37052478Y,France,"Supervisor, Rice Milling",74673,Golf,Bugatti,31.0,0.0
792,Ellison,Brandon,M,1.66,59.5,S4153751Q,South Korea,Loading-Unit Operator,41410,Bowling,-,23.0,0.0
793,Horton,Jacqueline,F,1.68,39.32,F4806739Z,Russia,Domer,11232,Theater,-,41.0,2.0
794,Barton,Maria,F,1.63,44.8,Q4886689B,Mexico,Printer-Slotter Operator,21512,Bicycling,-,31.0,0.0
795,Mercer,Jennifer,F,1.7,45.02,D6512556X,Lithuania,Paint Stripper,49580,Watching Sports,Fiat,22.0,0.0
796,King,Susan,F,1.69,39.32,43876475N,Australia,"Riveter, Hydraulic",19739,Writing,-,33.0,0.0
797,Mcclure,Johnny,M,1.56,65.91,F6603263Z,Chile,Ski Patroller,87270,Shopping,Lamborghini,21.0,0.0
798,Chaney,Rebecca,F,1.39,51.6,A7355871Y,Sweden,"Molder, Wax",118365,Hiking,Buick,32.0,0.0
799,Norris,Jason,M,1.67,60.89,77870846T,Belgium,Artificial-Log-Machine Operator,44076,Running,-,39.0,1.0
800,Cummings,Joshua,M,1.81,49.13,84132837N,Slovakia,"Teacher, Mentally Impaired",21960,Housework,-,15.0,0.0
801,Fry,Stephanie,F,1.54,39.81,46275369D,Mexico,Candlemaker,23527,Computer Games,-,31.0,0.0
802,Mendoza,Barbara,F,1.65,44.06,61514876Z,Turkey,Cable Supervisor,12676,Playing Music,-,25.0,1.0
803,Holland,Gloria,F,1.64,44.78,52840074B,Bulgaria,"Operator, Catalyst Concentration",33366,Exercise,-,40.0,1.0
804,Eaton,Theresa,F,1.65,53.13,S0359457X,Thailand,"Supervisor, Screen Printing",39554,Sleeping,-,39.0,1.0
805,Kemp,Marilyn,F,1.48,46.64,W1903601N,Argentina,Director Of Admissions,20067,Watching Sports,-,27.0,1.0
806,Taylor,Evelyn,F,1.71,46.45,72529361O,Sweden,Corner Cutter,20991,Going to Movies,-,29.0,1.0
807,Sexton,Olivia,F,1.69,44.09,I3647565D,Netherlands,Gas-Pumping-Station Helper,10921,Camping,-,36.0,1.0
808,Harrington,Douglas,M,1.8,61.4,V2919309U,Cyprus,Remnants Cutter,41098,Playing Cards,-,33.0,1.0
809,Rivera,Cynthia,F,1.5,49.76,E1702964N,Malta,"Service-Unit Operator, Oil Well",19751,Playing Music,-,41.0,1.0
810,Pugh,Roger,M,1.59,63.81,52827972S,Senegal,Autoclave Operator I,113524,Reading,Bentley,26.0,1.0
811,Pugh,Russell,M,1.63,60.11,42034388K,Australia,Executive Assistant,35226,Playing Music,-,35.0,0.0
812,Moreno,Willie,M,1.73,56.76,79188162U,Chile,Vacuum-Conditioner Operator,28650,Walking,-,34.0,1.0
813,Swanson,Benjamin,M,1.85,48.36,I8856815M,Netherlands,Tray-Drier Operator,164206,Animal Care,-,15.0,2.0
814,Rios,Edward,M,1.84,65.54,05395988X,Italy,Bearing-Ring Assembler,11955,Sleeping,-,15.0,0.0
815,Donaldson,Edward,M,1.94,48.36,11828540V,Slovakia,"Desizing-Machine Operator, Head-End",7351,Hunting,-,22.0,1.0
816,Bender,Emily,F,1.82,47.74,B4339338T,Luxembourg,Tinter,24169,Beach,-,27.0,1.0
817,Jackson,Noah,M,1.9,71.67,X7932565J,Italy,Skin Care Specialist,30430,Hunting,-,22.0,1.0
818,Boyle,Pamela,F,1.56,51.48,75196758L,Portugal,"Metal Sprayer, Machined Parts",95941,Bowling,-,38.0,1.0
819,Wong,Nicole,F,1.53,47.79,29519536X,Germany,Silverware Assembler,35357,Crafts,-,29.0,0.0
820,Murray,Charles,M,1.94,69.26,K6606851J,Indonesia,Bolter,11881,Golf,-,34.0,1.0
821,Schultz,Carol,F,1.71,47.32,14994811W,Slovakia,"Director, State-Historical Society",89667,Team Sports,-,31.0,0.0
822,Kerr,Timothy,M,1.94,51.7,86729728X,Lithuania,Carpenter-Labor Supervisor,79453,Relaxing,Buick,31.0,0.0
823,Carver,Pamela,F,1.55,53.69,L5928171G,Lithuania,"Loader, Magazine Grinder",6273,Golf,-,27.0,1.0
824,Emerson,Noah,M,1.83,52.62,K2842350H,Germany,Granulator-Machine Operator,28258,Painting,-,32.0,1.0
825,Hamilton,Christina,F,1.65,39.32,04993210Y,Latvia,"Director, Stage",71257,Cooking,-,40.0,1.0
826,Hudson,Stephen,M,1.52,48.36,D9526276O,Argentina,Research Assistant,18437,Reading,-,33.0,0.0
827,Harmon,Patrick,M,1.52,48.36,F8130909V,Japan,Ophthalmologist,39640,Camping,-,24.0,0.0
828,Byrd,Brittany,F,1.57,39.34,G5597217Q,Thailand,Taxicab Coordinator,182803,Playing Music,-,35.0,1.0
829,Schneider,Madison,F,1.82,48.73,O5925806N,Netherlands,Belt Builder,69381,Camping,Acura,34.0,1.0
830,Morales,Gloria,F,1.66,39.32,09705249C,Senegal,"Battery Assembler, Plastic",54946,Skiing,TATA Motors,30.0,1.0
831,Walter,Andrew,M,1.76,60.41,23901536G,Sweden,"Supervisor, Optical Instruments",20733,Sleeping,-,40.0,1.0
832,Middleton,Christian,M,1.89,80.53,A2081322X,Slovenia,Mica Splitter,64682,Bowling,-,36.0,1.0
833,Collier,Christine,F,1.58,58.27,Q1716629D,Malta,Pipe-Organ Installer,250001,Painting,Bugatti,35.0,1.0
834,Sheppard,Victoria,F,1.51,40.35,Y2113696I,France,Hot Box Operator,34855,Tennis,-,29.0,0.0
835,Reilly,Jordan,M,1.71,67.47,Z0293781P,Latvia,Underwriting Clerk,10981,Swimming,-,15.0,0.0
836,Wright,Vincent,M,1.79,53.71,A0149739J,Italy,"Inspector, Quality Assurance",10279,Exercise,-,15.0,1.0
837,Hurley,Brittany,F,1.39,53.71,62638834Q,Japan,Nitroglycerin Distributor,7798,Watching TV,-,31.0,1.0
838,Butler,Jordan,M,1.65,53.07,43243510Y,Mexico,Fabric Normalizer,16444,Dancing,-,32.0,1.0
839,Holland,Harold,M,1.69,71.76,25899510T,France,Playroom Attendant,45287,Bowling,-,23.0,1.0
840,Glover,Amanda,F,1.49,44.66,B1668478X,Bulgaria,"Centrifuge Operator, Plasma Processing",12877,Cooking,-,40.0,1.0
841,Joyce,Nicholas,M,1.94,58.14,43209620W,Argentina,Biochemist,46112,Socializing,-,28.0,1.0
842,Hull,Terry,M,1.72,69.88,86213883C,Japan,Dampener Operator,76210,Skiing,-,25.0,1.0
843,Cameron,Virginia,F,1.7,44.23,O5442458M,Austria,Tire Recapper,92652,Sewing,-,46.0,1.0
844,Hunt,Melissa,F,1.39,41.27,R7230434L,Russia,Furniture-Rental Consultant,11525,Listening to Music,-,33.0,0.0
845,Mayo,Kayla,F,1.71,45.04,76713377Y,Greece,Internal Carver,59039,Cooking,Cadillac,22.0,1.0
846,Hartman,Ashley,F,1.82,53.44,G2748625X,Netherlands,Finishing Inspector,12652,Billiards,-,37.0,0.0
847,Holloway,Dylan,M,1.74,54.3,61668788Q,Sweden,Specification Writer,42681,Sleeping,-,31.0,0.0
848,Mcdowell,Patrick,M,1.63,59.96,11433579M,Croatia,Wire-Weaver Helper,84905,Sewing,-,38.0,0.0
849,Underwood,Sarah,F,1.6,44.94,V4486029X,France,"Binding Folder, Machine",9314,Beach,-,30.0,1.0
850,Perkins,Stephanie,F,1.69,45.82,L8092266P,Japan,Pattern-Lease Inspector,18544,Motorcycling,-,38.0,1.0
851,Tucker,Ashley,F,1.74,40.37,H0951686B,Lithuania,Pressure Controller,8247,Sleeping,-,36.0,0.0
852,Hardin,Marie,F,1.82,49.78,E8089287Z,Italy,Burner Tender,28571,Working on Cars,-,39.0,0.0
853,Collins,Martha,F,1.82,49.27,42935704E,Denmark,"Bunch Trimmer, Mold",28038,Working on Cars,-,39.0,0.0
854,Rutledge,Benjamin,M,1.94,68.31,24783374D,United Kingdom,"Cook, Fry, Deep Fat",19917,Billiards,-,28.0,0.0
855,Melton,Richard,M,1.67,48.36,L3076628N,Lithuania,Internal Carver,7960,Billiards,-,39.0,1.0
856,Carr,Martha,F,1.66,43.02,64708348Y,Mexico,"Electrical-Discharge-Machine Operator, Production",49232,Shopping,-,42.0,1.0
857,Wilder,Jane,F,1.39,39.66,45009981N,Canada,Trolley-Wire Installer,115429,Bowling,-,40.0,2.0
858,Charles,Hannah,F,1.44,40.74,G7169604D,Czechia,Timing Adjuster,55474,Bowling,Lamborghini,34.0,0.0
859,Taylor,Abigail,F,1.51,48.68,D2431022N,Czechia,Thermal-Cutting-Machine Operator,60310,Beach,Buick,40.0,1.0
860,Zamora,Jane,F,1.6,42.98,I7845551I,Lithuania,Bead-Machine Operator,31080,Tennis,-,31.0,0.0
861,Blanchard,Randy,M,1.52,59.85,29436338F,Spain,Metal-Fabricator Apprentice,6407,Fishing,-,15.0,1.0
862,Briggs,Diane,F,1.7,44.79,Q4478816O,France,Drier Tender,7747,Golf,-,33.0,1.0
863,Newman,Andrew,M,1.66,67.61,V7000568O,Spain,Plate Slitter-And-Inspector,153841,Going to Movies,-,15.0,0.0
864,Brewer,Mark,M,1.71,65.11,U7693873Y,Thailand,Coin Collector,40217,Crafts,Ford,39.0,2.0
865,Butler,Stephen,M,1.94,90.1,O8401903U,Latvia,Truck Supervisor,29333,Gardening,-,33.0,1.0
866,Watts,Michael,M,1.72,76.77,04105832Z,Russia,"Supervisor, Poultry Farm",23320,Crafts,-,39.0,0.0
867,Edwards,Carolyn,F,1.39,43.92,T7055464W,Greece,"Supervisor, Joiners",26985,Boating,-,31.0,0.0
868,Wall,Zachary,M,1.78,71.32,L4605184B,France,"Violin Maker, Hand",8815,Team Sports,-,15.0,0.0
869,Rogers,Mary,F,1.64,39.32,47334963P,Spain,Briquette Operator,55236,Working on Cars,-,26.0,1.0
870,Parker,Abigail,F,1.53,51.54,F7820324B,France,Edge Stripper,40406,Family Time,-,33.0,1.0
871,Butler,Diana,F,1.63,45.76,31702456I,France,Pharmacist Assistant,82057,Tennis,-,27.0,1.0
872,Kramer,Alexis,F,1.39,52.23,17348023P,Portugal,"Installer, Electrical, Plumbing, Mechanical",10208,Walking,-,34.0,0.0
873,Duran,Sharon,F,1.72,47.82,05521765D,Australia,Scanner Operator,13748,Painting,-,31.0,0.0
874,Burton,Bruce,M,1.81,75.71,39013285B,Italy,Library Director,23312,Gardening,-,23.0,1.0
875,Faulkner,Randy,M,1.55,75.82,N3658059L,Indonesia,Silo Operator,24584,Dancing,-,45.0,2.0
876,Munoz,Karen,F,1.59,50.01,J1115420Z,Singapore,"Miller Helper, Distillery",52651,Bowling,Chrysler,25.0,0.0
877,Collier,Amanda,F,1.61,51.94,H1998235A,Egypt,Mender,44865,Boating,-,28.0,1.0
878,Paul,Kayla,F,1.82,53.73,Z1272767U,Sweden,"Inspector, Tool",37530,Reading,-,30.0,1.0
879,Gill,Maria,F,1.78,46.69,72045823R,Egypt,Record Clerk,37984,Exercise,-,31.0,1.0
880,Buchanan,Bradley,M,1.91,50.75,E2396490H,Brazil,Recorder,13011,Walking,-,50.0,1.0
881,Vargas,Russell,M,1.57,68.56,E5097900N,Spain,Kosher Inspector,7260,Hunting,-,24.0,1.0
882,Burks,Robert,M,1.71,50.71,E1598160F,France,"Lawyer, Patent",19377,Skiing,-,17.0,0.0
883,Aguilar,Christian,M,1.55,74.11,A0542466Z,Spain,"Auditor, Data Processing",55382,Relaxing,Buick,15.0,0.0
884,Mueller,Harold,M,1.81,65.77,L6299232E,Canada,"Inspector, Live Ammunition",60164,Computer Games,Buick,31.0,1.0
885,Grant,Karen,F,1.76,42.15,78134204D,Finland,Railroad-Car-Truck Builder,124656,Playing Cards,Mitsubishi,36.0,1.0
886,May,Emma,F,1.46,57.39,U5408154D,Egypt,"Supervisor, Hot-Wound Spring Production",92250,Motorcycling,Kia,37.0,1.0
887,Andrews,Vincent,M,1.67,49.02,J2660003A,Vietnam,Cigarette-Making-Machine Operator,49440,Playing Music,Alfa Romeo,27.0,0.0
888,George,Dylan,M,1.94,52.53,N6920870A,Australia,Telephone Quotation Clerk,34921,Eating Out,-,26.0,0.0
889,Foster,Christina,F,1.82,56.67,R1233715I,Thailand,Tin Stacker,86398,Watching TV,GMC,42.0,1.0
890,Booth,Henry,M,1.83,63.54,Y8515570O,Ireland,Microbiology Technologist,17768,Team Sports,-,36.0,0.0
